Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	L_HN_m	L_LN_m
Zm00001d021421	7859.172945	-1.15635741	0.197758038	-5.847334548	5e-09	1.68e-07	86.41413959	62.8253332
Zm00001d049240	133.6895957	-1.154442818	0.352108355	-3.278657839	0.00104302	0.007869011	6.836712236	4.903859237
Zm00001d021412	146.9718745	-1.154375646	0.234089179	-4.931349874	8.17e-07	1.66e-05	4.331328301	2.663779435
Zm00001d009555	2119.794064	-1.154284376	0.314841762	-3.666236547	0.000246146	0.002361368	35.32537204	32.96955754
Zm00001d034865	7029.603094	-1.153232096	0.197506982	-5.838943427	5.25e-09	1.76e-07	104.3647204	68.75731731
Zm00001d035034	46700.84831	-1.15288653	0.140070591	-8.230753682	1.86e-16	2.59e-14	1562.867108	1096.733676
Zm00001d006624	457.1750941	-1.152082904	0.27434906	-4.199332427	2.68e-05	0.000358973	34.8107695	18.79145047
Zm00001d008203	2833.950406	-1.151356598	0.283689833	-4.058504969	4.94e-05	0.000607942	25.91598011	16.40832704
Zm00001d042344	6576.952751	-1.15015573	0.107191422	-10.72992328	7.37e-27	2.96e-24	64.13559487	41.32588655
Zm00001d016902	1607.560067	-1.150129966	0.230119392	-4.997970638	5.79e-07	1.22e-05	30.26861447	22.80066112
Zm00001d034916	223.8499997	-1.149438968	0.284500841	-4.040195321	5.34e-05	0.000649289	7.445824054	5.324594393
Zm00001d032552	1567.569361	-1.149416659	0.333792323	-3.443508369	0.000574219	0.004793699	15.53659853	11.1092639
Zm00001d002323	523.5022484	-1.148898015	0.304128413	-3.777674052	0.0001583	0.001629875	3.642275119	3.784636165
Zm00001d031809	636.4653159	-1.145651386	0.156861688	-7.303576799	2.8e-13	2.27e-11	17.5974664	11.33727338
Zm00001d021775	2575.366871	-1.145067386	0.309184835	-3.703504371	0.000212642	0.002083589	58.06619099	44.89336139
Zm00001d006657	3414.783729	-1.143482839	0.241930382	-4.726495402	2.28e-06	4.14e-05	87.92987209	58.58457134
Zm00001d043875	952.7935899	-1.142326913	0.194681158	-5.867680895	4.42e-09	1.51e-07	63.91384712	44.08995944
Zm00001d011569	6910.321656	-1.141321313	0.103191717	-11.06020277	1.96e-28	9.12e-26	208.9953176	156.2135595
Zm00001d014781	775.1472958	-1.140638959	0.244760597	-4.660222978	3.16e-06	5.54e-05	66.59162855	48.77624377
Zm00001d028787	565.3745815	-1.13903253	0.268971623	-4.234768393	2.29e-05	0.000313112	17.72391432	10.18785342
Zm00001d006651	994.3162888	-1.138654752	0.331976237	-3.429928485	0.00060374	0.004991522	23.07022087	13.73692382
ENSRNA049469775	425.6589417	-1.138199713	0.253670148	-4.486928095	7.23e-06	0.000113846	99.83103195	83.14145949
Zm00001d010314	2742.811577	-1.138062492	0.241758462	-4.707436016	2.51e-06	4.51e-05	89.28275008	62.97693111
Zm00001d031617	1642.594421	-1.137595277	0.319231311	-3.56354542	0.000365879	0.003314877	45.71327172	31.72443308
Zm00001d009787	101.8432517	-1.13755525	0.204996789	-5.549136913	2.87e-08	8.23e-07	4.541293021	3.206174918
Zm00001d043548	1511.528728	-1.137434034	0.170480794	-6.671918922	2.52e-11	1.41e-09	38.60130544	26.96993084
Zm00001d023431	2415.917312	-1.136639402	0.321354122	-3.537030723	0.000404653	0.003593845	57.8052124	36.71532485
Zm00001d027542	523.4950875	-1.13482185	0.246057016	-4.612028017	3.99e-06	6.81e-05	23.74211719	17.13188316
Zm00001d036827	4261.031768	-1.134524516	0.339109362	-3.345600692	0.000821045	0.006443205	49.99553524	36.60762118
Zm00001d011448	1868.659205	-1.132771843	0.14020369	-8.079472395	6.5e-16	8.04e-14	41.89394329	29.66140084
Zm00001d028702	2213.57911	-1.132334425	0.2541772	-4.454901634	8.39e-06	0.000129701	158.2785411	112.6122373
Zm00001d031439	369.737335	-1.130036942	0.217810069	-5.188175868	2.12e-07	4.94e-06	14.26303527	10.55593636
Zm00001d034298	3856.591692	-1.128504994	0.305435339	-3.694742721	0.00022011	0.002149629	64.0777563	52.87173178
Zm00001d027446	722.2584544	-1.127574348	0.291024154	-3.874504333	0.000106842	0.001170854	18.79668429	10.62502033
Zm00001d030584	87.82022096	-1.126052473	0.34768525	-3.238712234	0.001200707	0.008819064	2.148063234	1.472054216
Zm00001d042257	24912.05261	-1.125328596	0.118542188	-9.493064147	2.24e-21	6.21e-19	1181.47944	964.4674771
Zm00001d013428	5776.399605	-1.123273168	0.195093136	-5.757625265	8.53e-09	2.74e-07	118.3568311	87.41103241
Zm00001d051700	2032.321711	-1.119480404	0.129498425	-8.644741457	5.39e-18	9.61e-16	127.833065	95.1294787
Zm00001d028905	855.5292572	-1.118210217	0.185399346	-6.031360086	1.63e-09	6.13e-08	9.405094402	6.356569895
Zm00001d006561	229.2581229	-1.117545112	0.327011551	-3.417448435	0.000632111	0.005193748	14.62310473	9.663057344
Zm00001d015505	899.2876288	-1.116824315	0.157054221	-7.111074814	1.15e-12	8.36e-11	32.90138139	23.3813968
Zm00001d022314	842.7896176	-1.116083945	0.315754696	-3.534655092	0.000408308	0.003616506	19.97009285	16.47906765
Zm00001d045431	7805.150507	-1.114458352	0.185412744	-6.010689064	1.85e-09	6.89e-08	212.6000416	132.3941327
Zm00001d038625	6110.617386	-1.113812044	0.172086972	-6.472378642	9.65e-11	4.84e-09	113.7311013	88.25974067
Zm00001d031539	442.363036	-1.113148643	0.225757623	-4.93072451	8.19e-07	1.66e-05	16.16614579	10.77629815
Zm00001d047442	2402.093716	-1.112951981	0.315909083	-3.523013548	0.00042667	0.003741845	122.2038632	98.35951248
Zm00001d050465	133.4543176	-1.112445233	0.234286093	-4.748234177	2.05e-06	3.76e-05	1.219161214	1.021745945
Zm00001d027322	573.1945309	-1.112374999	0.193034513	-5.762570553	8.28e-09	2.67e-07	10.45034494	7.873162271
Zm00001d044606	2390.311654	-1.111408765	0.204528131	-5.434014183	5.51e-08	1.47e-06	94.35445758	62.81719055
Zm00001d044201	2139.419873	-1.109991684	0.129426797	-8.576212279	9.8e-18	1.68e-15	22.11650832	16.26768219
Zm00001d032183	493.9400285	-1.108949768	0.226627556	-4.893269759	9.92e-07	1.97e-05	5.95735662	3.532548661
Zm00001d012108	1575.65732	-1.106686262	0.272569546	-4.06019776	4.9e-05	0.000603831	14.89940001	9.052857241
Zm00001d038491	2375.222544	-1.106537893	0.192493561	-5.748441087	9.01e-09	2.88e-07	76.07132673	55.02980244
Zm00001d031514	1894.296689	-1.104513122	0.207391318	-5.325744268	1.01e-07	2.55e-06	150.1225733	111.119911
Zm00001d026559	2908.71697	-1.102702543	0.291416455	-3.783940556	0.000154365	0.001594302	70.06400309	59.33140185
Zm00001d003613	562.4662215	-1.102382873	0.19967863	-5.520785453	3.37e-08	9.51e-07	12.52653195	8.479338563
Zm00001d041246	3693.954388	-1.101731157	0.31284555	-3.521645604	0.000428877	0.003756245	227.5316127	180.3546851
Zm00001d015651	682.3209933	-1.101457584	0.177071198	-6.22042205	4.96e-10	2.11e-08	22.35353668	15.85103123
Zm00001d006704	427.6228431	-1.10033204	0.241428068	-4.557597829	5.17e-06	8.49e-05	3.396933675	2.020571642
Zm00001d047574	768.7338192	-1.099139601	0.220277653	-4.989791673	6.04e-07	1.27e-05	9.756205868	5.954840666
Zm00001d025203	503.5756213	-1.099015909	0.184787639	-5.94745359	2.72e-09	9.8e-08	14.64948408	9.665363627
Zm00001d034667	278.2040071	-1.098797054	0.114350378	-9.609037362	7.32e-22	2.19e-19	8.036608323	6.072190606
Zm00001d043380	1119.613461	-1.098604467	0.321874977	-3.413140332	0.000642189	0.005265154	52.38079967	35.89630993
Zm00001d028055	357.3419879	-1.098460125	0.250989312	-4.376521522	1.21e-05	0.000179056	11.15468545	10.00371553
Zm00001d036441	572.0139546	-1.098240529	0.129710706	-8.466845692	2.52e-17	4.03e-15	80.73160904	66.174977
Zm00001d020971	1445.304142	-1.096628979	0.202873598	-5.405479039	6.46e-08	1.7e-06	53.28902285	35.77019968
Zm00001d041831	1270.695416	-1.096488394	0.30277586	-3.621452499	0.000292954	0.002739183	29.50798735	17.75363743
Zm00001d027884	6217.967571	-1.096328286	0.153038547	-7.163739538	7.85e-13	5.86e-11	89.21151465	67.62758818
Zm00001d049091	2478.420002	-1.096048538	0.278282194	-3.938622594	8.2e-05	0.000936311	77.2082975	79.18600756
Zm00001d048116	2188.247282	-1.096041402	0.181949199	-6.02388695	1.7e-09	6.4e-08	127.5038444	89.78276967
Zm00001d042727	13326.08907	-1.095494159	0.281706921	-3.888772608	0.000100752	0.001113168	416.9225549	308.6764717
Zm00001d013093	437.3869898	-1.094840092	0.207515986	-5.275931341	1.32e-07	3.24e-06	9.975381243	6.703494713
Zm00001d048336	2482.255546	-1.093780126	0.234536327	-4.663585126	3.11e-06	5.47e-05	19.62986044	15.30567147
Zm00001d034553	3017.040496	-1.091706593	0.264403532	-4.12894103	3.64e-05	0.000468583	36.28402524	21.91055203
Zm00001d029674	723.2909922	-1.091326682	0.13323041	-8.191273192	2.58e-16	3.49e-14	21.74196366	15.77800708
Zm00001d016863	336.5398352	-1.090423109	0.185089269	-5.891336178	3.83e-09	1.33e-07	4.973676125	3.210349054
Zm00001d016557	1513.233462	-1.089610781	0.31061813	-3.507878891	0.000451695	0.003921182	33.85000284	26.14926002
Zm00001d004125	7136.458837	-1.088331915	0.303828393	-3.582061259	0.000340894	0.00312752	35.25180304	22.36235255
Zm00001d032383	30975.13068	-1.086998703	0.224698384	-4.837590217	1.31e-06	2.54e-05	878.2071545	680.6286598
Zm00001d045084	1022.418793	-1.08470266	0.202611532	-5.353607708	8.62e-08	2.21e-06	13.47896156	10.53833433
Zm00001d020396	8771.19627	-1.084480811	0.333380841	-3.252978804	0.00114202	0.00845445	111.2255573	82.96374157
Zm00001d040263	5349.26594	-1.084416132	0.323887071	-3.348130347	0.000813587	0.006397908	111.1007334	75.10130591
Zm00001d052002	277.6445671	-1.083616577	0.218044902	-4.969694616	6.71e-07	1.39e-05	18.4497362	13.38940682
Zm00001d020220	2049.881762	-1.083477221	0.19123804	-5.665594667	1.47e-08	4.46e-07	46.67165618	29.57897418
Zm00001d005199	144.3456203	-1.082619399	0.167484325	-6.464004312	1.02e-10	5.05e-09	2.81446387	1.995631362
Zm00001d034715	1279.549509	-1.082340154	0.241986518	-4.472729151	7.72e-06	0.000120533	92.91862757	66.61684084
Zm00001d038161	3862.670746	-1.081448929	0.232999102	-4.641429609	3.46e-06	6.01e-05	115.734246	94.1031394
Zm00001d012688	118.7304009	-1.080878483	0.306037908	-3.531845088	0.000412671	0.003640715	2.169623398	1.829945616
Zm00001d008858	400.0384055	-1.079687963	0.138254169	-7.809442362	5.74e-15	6.18e-13	15.34367646	11.15400357
Zm00001d032385	11026.43652	-1.078089367	0.174828816	-6.166542734	6.98e-10	2.87e-08	233.3053431	189.6843997
Zm00001d044601	556.725157	-1.077048173	0.17499936	-6.15458348	7.53e-10	3.07e-08	8.052086347	5.826464954
Zm00001d003663	624.0048433	-1.075910468	0.20798381	-5.173049133	2.3e-07	5.32e-06	25.56208367	17.43220464
Zm00001d036521	2184.996134	-1.075531383	0.202331381	-5.315692395	1.06e-07	2.67e-06	94.23414346	78.84427465
Zm00001d052525	1791.856127	-1.074304797	0.230956585	-4.651544354	3.29e-06	5.75e-05	30.60227299	28.19692417
Zm00001d009928	625.4497804	-1.073341877	0.326159142	-3.290853261	0.00099884	0.007596103	20.82990896	15.69059677
Zm00001d039349	1631.771811	-1.072931501	0.309543225	-3.466176657	0.000527916	0.004471801	36.23781968	31.19673525
Zm00001d032298	1387.635597	-1.072873338	0.226982267	-4.7266835	2.28e-06	4.14e-05	32.82035354	32.53844028
Zm00001d017770	2797.31258	-1.072797669	0.159141763	-6.74114479	1.57e-11	9.19e-10	87.1069651	66.3973466
Zm00001d034932	504.7594663	-1.072326265	0.205029809	-5.230099318	1.69e-07	4.02e-06	11.58639499	8.236288911
Zm00001d004978	1441.628233	-1.071274418	0.150716973	-7.107855205	1.18e-12	8.53e-11	33.00601477	22.90980386
Zm00001d017364	5114.338873	-1.069566798	0.176644422	-6.054914077	1.4e-09	5.43e-08	486.9257091	421.3335939
Zm00001d033077	555.8028692	-1.069537412	0.20641293	-5.181542712	2.2e-07	5.11e-06	19.8508535	16.16083408
Zm00001d033619	1816.027648	-1.069235642	0.154511483	-6.920104697	4.51e-12	2.94e-10	51.85397652	36.6615319
Zm00001d017037	974.9734349	-1.067841491	0.099922513	-10.68669568	1.17e-26	4.52e-24	45.00339189	33.64659767
Zm00001d016866	1378.09612	-1.0677521	0.153137721	-6.972495697	3.11e-12	2.07e-10	31.37680974	29.31418495
Zm00001d004123	1777.018081	-1.066051583	0.170649097	-6.24703909	4.18e-10	1.81e-08	54.1444538	40.91675289
Zm00001d052682	1790.34966	-1.065916616	0.163702927	-6.511286231	7.45e-11	3.86e-09	89.67966481	48.03165944
Zm00001d002815	9020.290123	-1.065534675	0.167909747	-6.345877444	2.21e-10	1.02e-08	435.8341084	387.8148686
Zm00001d033925	2067.964544	-1.065166515	0.307501224	-3.46394236	0.000532321	0.004500498	57.39407571	65.478864
Zm00001d015095	1871.828599	-1.063712911	0.272666488	-3.901150145	9.57e-05	0.001070704	80.81086015	52.03982455
Zm00001d020445	589.9930942	-1.063484943	0.182750147	-5.819338382	5.91e-09	1.95e-07	15.74364696	10.57350372
Zm00001d045144	835.8529329	-1.063351477	0.148772811	-7.147485278	8.84e-13	6.52e-11	72.09804598	52.41679835
Zm00001d028742	4470.110364	-1.062967033	0.262595293	-4.047928737	5.17e-05	0.000631679	122.0347731	86.45160418
Zm00001d048599	362.1204281	-1.060701125	0.201938923	-5.252583853	1.5e-07	3.62e-06	8.661361799	6.037177933
Zm00001d003889	350.8933785	-1.059328917	0.208997223	-5.068626755	4.01e-07	8.78e-06	13.35909604	8.127948758
Zm00001d002576	139.1554693	-1.059328209	0.276827668	-3.826670282	0.000129888	0.001384572	9.689700586	8.455186158
Zm00001d028397	2781.369687	-1.058975459	0.186406597	-5.680997761	1.34e-08	4.12e-07	19.40470295	16.14416751
Zm00001d040220	1352.243069	-1.058677905	0.217463998	-4.868290446	1.13e-06	2.21e-05	16.3365754	13.73663758
Zm00001d013465	1176.891486	-1.054481081	0.208173801	-5.065388025	4.08e-07	8.9e-06	29.64162961	22.64836441
Zm00001d036749	410.9329245	-1.052979957	0.229413523	-4.589877462	4.44e-06	7.47e-05	5.317614833	3.737590136
Zm00001d020170	7940.426379	-1.049265479	0.298397401	-3.516335853	0.000437547	0.003819586	122.0356495	141.135516
Zm00001d002104	2100.225847	-1.049184921	0.227558152	-4.610623316	4.01e-06	6.83e-05	31.61308639	23.04824576
Zm00001d035367	983.5422491	-1.04797552	0.216364737	-4.843559703	1.28e-06	2.47e-05	38.05810919	29.74996593
Zm00001d049046	6222.053949	-1.045997465	0.204228074	-5.121712422	3.03e-07	6.81e-06	106.7722603	86.21393818
Zm00001d048472	402.1034029	-1.045767082	0.303139087	-3.449792942	0.000561017	0.004707153	8.646759769	6.699745618
Zm00001d052231	417.524826	-1.045560483	0.244263762	-4.280456816	1.87e-05	0.000261725	7.206751968	7.137911141
Zm00001d052329	724.0390626	-1.043439185	0.286899548	-3.636949565	0.000275886	0.002599728	13.02074546	9.663767899
Zm00001d020374	435.7171183	-1.043178235	0.191670832	-5.442550772	5.25e-08	1.41e-06	3.47326576	2.37730994
Zm00001d045605	810.1534063	-1.042557673	0.180225747	-5.784732139	7.26e-09	2.37e-07	25.57824206	17.85898123
Zm00001d000310	2490.442949	-1.041499993	0.172128532	-6.050710964	1.44e-09	5.54e-08	152.4911207	129.0293428
Zm00001d023278	768.7297317	-1.040970069	0.207888598	-5.007345648	5.52e-07	1.17e-05	15.58732776	11.53172795
Zm00001d034766	718.615571	-1.040520744	0.197874979	-5.258475562	1.45e-07	3.53e-06	35.41688856	21.84380306
Zm00001d012414	63.6246711	-1.039816379	0.301736771	-3.446104282	0.000568731	0.00476398	13.35955475	9.902226752
Zm00001d006481	47.07336866	-1.039432694	0.319213014	-3.256235327	0.001129001	0.008379657	1.297526086	0.911338854
Zm00001d045556	596.793766	-1.038520448	0.179563612	-5.783579623	7.31e-09	2.38e-07	17.85607158	12.8070767
Zm00001d047303	257.5980994	-1.038333025	0.185607871	-5.594229486	2.22e-08	6.51e-07	14.84965978	11.16733972
Zm00001d022112	1158.179359	-1.038094043	0.150125161	-6.914857148	4.68e-12	3.03e-10	73.80446354	50.11531443
Zm00001d031209	5892.048839	-1.03787939	0.15664621	-6.625627213	3.46e-11	1.89e-09	155.2799478	126.3086496
Zm00001d049387	109142.73	-1.037434246	0.149559084	-6.936618078	4.02e-12	2.65e-10	7315.230702	6272.26521
Zm00001d035270	1534.669859	-1.036628861	0.29924437	-3.464154932	0.0005319	0.004498374	4.563427085	4.738576841
Zm00001d035634	2880.520435	-1.03543346	0.214376894	-4.829967628	1.37e-06	2.63e-05	63.27513622	57.79212791
Zm00001d050470	100.4405324	-1.035240052	0.322265333	-3.212384165	0.001316382	0.009525573	1.603428611	1.121994449
Zm00001d034739	1633.225394	-1.034728525	0.319710585	-3.236453761	0.001210248	0.008880949	59.42067529	39.52485336
Zm00001d026695	1831.649753	-1.033400079	0.278120697	-3.715653277	0.000202679	0.001999248	40.21066991	36.88446094
Zm00001d016690	157.37475	-1.031298436	0.301228221	-3.423644814	0.000617873	0.005090938	3.288622515	2.120720099
Zm00001d043023	3620.751533	-1.031128451	0.239684884	-4.302017032	1.69e-05	0.000240041	42.28000897	31.302828
Zm00001d016105	1730.229401	-1.030196253	0.24506477	-4.203771327	2.63e-05	0.000353609	51.38064859	45.19074933
Zm00001d038163	616455.8538	-1.029393533	0.171221472	-6.012058659	1.83e-09	6.84e-08	5449.27354	4532.191657
Zm00001d002856	507.028294	-1.029046676	0.311670903	-3.301709166	0.000960977	0.007352356	25.04031476	19.36712478
Zm00001d012868	2953.472812	-1.028861983	0.280691517	-3.665454498	0.0002469	0.002367741	59.92099693	47.4425513
Zm00001d009967	3117.89548	-1.028085601	0.229316096	-4.483268366	7.35e-06	0.000115543	79.50935842	53.99211647
Zm00001d042955	261.9336247	-1.027739839	0.282222726	-3.641591353	0.000270958	0.002556919	3.439142061	2.852242853
Zm00001d034900	18643.58424	-1.027277342	0.134601741	-7.63197663	2.31e-14	2.28e-12	173.3930254	154.2347673
Zm00001d004438	312.6078148	-1.026929657	0.30442185	-3.373376961	0.000742522	0.005962624	2.75245035	1.610256239
Zm00001d003667	194.1006455	-1.026893303	0.30856275	-3.327988559	0.000874755	0.006786501	1.582501533	1.009734383
Zm00001d051069	103.8954363	-1.026420248	0.221108842	-4.642149271	3.45e-06	5.99e-05	1.361111231	0.999613514
Zm00001d012168	2218.230269	-1.025205291	0.121365439	-8.447258969	2.98e-17	4.69e-15	38.68432125	30.12544733
Zm00001d049785	3799.749064	-1.024231531	0.290816251	-3.52191986	0.000428434	0.003754837	36.27786271	47.38299502
Zm00001d034804	864.4484886	-1.023795487	0.130594752	-7.839484141	4.52e-15	4.93e-13	11.91780339	8.609573965
Zm00001d049965	2763.808759	-1.023652596	0.309764991	-3.304610347	0.000951085	0.007298401	102.0955315	59.8559693
Zm00001d017900	1215.427853	-1.023468254	0.18774885	-5.451262451	5e-08	1.35e-06	60.79851291	52.47899586
Zm00001d019899	1564.399204	-1.023454548	0.313040427	-3.269400562	0.001077756	0.008070852	41.99978557	31.7071056
Zm00001d009017	1289.385316	-1.022830945	0.114206697	-8.955962964	3.37e-19	7.1e-17	10.40623876	8.635459089
Zm00001d018017	517.4022497	-1.022246156	0.272627478	-3.749607934	0.000177111	0.001789571	51.30770801	26.98743781
Zm00001d017959	523.3319466	-1.021700589	0.111567434	-9.157695531	5.3e-20	1.18e-17	9.212501304	7.10636837
Zm00001d020825	96.09533913	-1.02043174	0.263496549	-3.872656939	0.000107655	0.001178795	2.782178259	1.723825203
Zm00001d031948	806.5017744	-1.020077209	0.305617214	-3.337760975	0.000844564	0.006598526	12.55690487	11.84211927
Zm00001d035092	1083.529667	-1.019176828	0.205083295	-4.969575067	6.71e-07	1.39e-05	34.00704044	22.05040737
Zm00001d037503	107.8126227	-1.019092936	0.296076787	-3.441988629	0.000577455	0.00481617	1.890252343	1.537772645
Zm00001d046188	712.4094924	-1.018875762	0.260399835	-3.912735815	9.13e-05	0.00102674	43.62123042	31.23166241
Zm00001d015464	2186.042652	-1.017108836	0.193865419	-5.2464686	1.55e-07	3.72e-06	31.62020174	30.19768401
Zm00001d014778	5717.840651	-1.016744416	0.225293989	-4.512967349	6.39e-06	0.000102484	479.8721611	370.3217258
Zm00001d032346	3487.113224	-1.016678709	0.170673084	-5.956877834	2.57e-09	9.3e-08	73.87958069	54.92056824
Zm00001d013814	92.48912515	-1.016337818	0.270447124	-3.757990848	0.000171283	0.001739949	2.386670736	1.525697177
Zm00001d043389	1947.597962	-1.015543655	0.110273737	-9.209297562	3.28e-20	7.65e-18	41.4375124	33.38383769
Zm00001d033896	5261.385548	-1.01478429	0.109663651	-9.253606629	2.17e-20	5.29e-18	138.9416743	109.9184408
Zm00001d018959	2187.617015	-1.014154694	0.238612849	-4.250209896	2.14e-05	0.000294563	44.58692651	41.45881999
Zm00001d006834	2298.737219	-1.014063345	0.140343211	-7.225596014	4.99e-13	3.89e-11	18.7253569	13.19519256
Zm00001d013412	1553.115336	-1.013620344	0.178013343	-5.694069487	1.24e-08	3.85e-07	18.13697269	13.83696577
Zm00001d028153	2916.503952	-1.012876619	0.191715105	-5.283238472	1.27e-07	3.12e-06	129.9907062	84.2454573
Zm00001d005346	5826.020833	-1.012086183	0.209644149	-4.827638597	1.38e-06	2.66e-05	178.2609883	133.7382763
Zm00001d013885	1093.61608	-1.010238464	0.283261081	-3.566456999	0.00036184	0.003285004	35.26552223	29.65996301
Zm00001d016134	75896.51504	-1.009860984	0.223387354	-4.52067212	6.16e-06	9.91e-05	3244.137439	2822.545571
Zm00001d043779	662.571629	-1.008674783	0.088379216	-11.41303156	3.6e-30	2.08e-27	24.52526538	17.83138754
Zm00001d017176	3564.849299	-1.008177679	0.222531095	-4.530502489	5.88e-06	9.5e-05	93.28519704	85.1682392
Zm00001d027934	1880.955405	-1.007478141	0.292942626	-3.43916539	0.000583511	0.004851448	14.11374382	9.875736463
Zm00001d028112	258.0912089	-1.006865646	0.177764025	-5.664057415	1.48e-08	4.5e-07	11.49958606	7.679914514
Zm00001d003346	221.1425944	-1.006580513	0.299743331	-3.358141483	0.000784684	0.006212923	53.68149417	49.30121026
Zm00001d043815	377.1626614	-1.006471592	0.204420218	-4.923542308	8.5e-07	1.72e-05	11.15359281	7.694136958
Zm00001d002156	343.9028648	-1.006457347	0.159029344	-6.32875244	2.47e-10	1.12e-08	15.30162824	15.33059549
Zm00001d015030	723.560103	-1.005634561	0.216331042	-4.648591119	3.34e-06	5.83e-05	20.95180643	14.20559605
Zm00001d040720	513.8268119	-1.004665272	0.307622781	-3.265900099	0.001091167	0.008144358	38.47983651	33.42296478
Zm00001d013530	620.1202448	-1.00418241	0.203917937	-4.924443753	8.46e-07	1.71e-05	13.87735782	10.34793268
Zm00001d031310	221.1484412	-1.003853733	0.191207121	-5.250085505	1.52e-07	3.66e-06	16.41490027	14.19722569
Zm00001d020775	1406.386708	-1.003681169	0.2213043	-4.535298996	5.75e-06	9.31e-05	27.28963128	24.18402605
Zm00001d053211	347.9654644	-1.002628833	0.226562161	-4.425402847	9.63e-06	0.000146456	3.812240277	3.704496124
Zm00001d008394	1560.203735	-1.002378272	0.192672075	-5.20250934	1.97e-07	4.61e-06	45.21674917	37.91744544
Zm00001d011758	2451.176441	-1.001462327	0.311826248	-3.211603684	0.001319963	0.009546285	44.59786544	42.02095934
Zm00001d025948	4247.60319	-1.001099643	0.258857494	-3.867377479	0.000110012	0.001200641	74.07373254	53.17442604
Zm00001d039710	268.2309513	1.000298968	0.268340375	3.72772441	0.000193216	0.00192593	7.02429029	21.51863564
Zm00001d010190	338.9919999	1.002263654	0.293915029	3.410045606	0.00064952	0.005317006	4.976644214	12.09737842
Zm00001d020639	848.9510123	1.002827331	0.269674601	3.718656951	0.000200285	0.001980777	5.309961706	23.01333059
Zm00001d028707	1185.507177	1.003394548	0.140170752	7.158373154	8.16e-13	6.06e-11	14.80053128	53.69673628
Zm00001d020004	267.8189696	1.003797507	0.16177146	6.205034589	5.47e-10	2.29e-08	2.820708512	7.164446629
Zm00001d037695	1733.206271	1.003989028	0.259385568	3.870643364	0.000108548	0.001186618	9.562168767	30.24134794
Zm00001d012996	100.3782285	1.004028209	0.285904905	3.511755797	0.000445157	0.003872528	1.583754691	3.629680701
Zm00001d018776	101.396715	1.004237047	0.300127796	3.346031458	0.000819771	0.006435105	0.512547553	1.568764654
Zm00001d031481	774.0311097	1.004321483	0.179096158	5.607722106	2.05e-08	6.06e-07	11.92436286	38.81056452
Zm00001d025362	270.5672168	1.005351735	0.295290993	3.404613616	0.000662577	0.005407282	5.444072276	19.13616561
Zm00001d030765	675.2136162	1.006429416	0.196696039	5.116673537	3.11e-07	6.98e-06	6.690335465	16.7573184
Zm00001d048804	233.6114455	1.00675214	0.282814349	3.559763293	0.000371189	0.003357259	3.306798792	10.57129582
Zm00001d014129	268.9379855	1.007250554	0.307371073	3.276985521	0.001049217	0.007904542	1.672390199	5.387011779
Zm00001d020457	262.7329449	1.009454345	0.314992943	3.204688763	0.001352086	0.009728281	5.278535651	15.27118283
Zm00001d011236	325.7256349	1.009895262	0.26094649	3.870123962	0.00010878	0.001188171	14.90186913	54.73677467
Zm00001d028692	4359.649568	1.011924946	0.226665816	4.464391523	8.03e-06	0.000124591	44.70632503	132.5916491
Zm00001d008883	94.53413757	1.013295891	0.306729706	3.30354664	0.000954701	0.007316986	1.834183869	4.484544764
Zm00001d022491	466.2890651	1.014932608	0.313027694	3.242309318	0.001185653	0.008736665	1.677276993	5.308867868
Zm00001d012052	204.5637558	1.015816665	0.294960371	3.443908961	0.000573369	0.00479056	6.123624169	15.77659831
Zm00001d019164	324.988861	1.017399021	0.248102767	4.100716135	4.12e-05	0.000522743	3.113273407	9.936214313
Zm00001d024698	149.7557223	1.017717434	0.204520025	4.976126101	6.49e-07	1.35e-05	1.980490158	5.182248246
Zm00001d018514	218.2324147	1.018365829	0.238814855	4.264248266	2.01e-05	0.000278959	1.840006983	4.973483723
Zm00001d016810	41.28653806	1.020272869	0.293697723	3.473887572	0.000512976	0.00436753	0.501269867	1.451621623
Zm00001d049211	148.8565063	1.020387984	0.228008553	4.475218007	7.63e-06	0.000119348	0.768693671	1.874789478
Zm00001d017983	194.3426332	1.022165271	0.309015863	3.307808406	0.000940291	0.007228325	1.591151253	4.565660007
Zm00001d051535	86.2343976	1.022844787	0.289944281	3.527728787	0.000419141	0.003684339	0.954513321	2.109502585
Zm00001d043356	803.5691677	1.023248454	0.123837654	8.262821711	1.42e-16	2.02e-14	7.965788211	17.69782469
Zm00001d049738	100.9382493	1.025225289	0.316543799	3.238810215	0.001200294	0.008819064	2.557205844	6.323408895
Zm00001d010714	92.82636879	1.026153656	0.197053365	5.207491168	1.91e-07	4.5e-06	0.673497418	1.992336767
Zm00001d046968	151.4800522	1.026645498	0.267734412	3.834566835	0.000125786	0.001348415	3.079694717	10.19572376
Zm00001d025060	172.7398645	1.027405165	0.248994229	4.126220792	3.69e-05	0.000473241	0.922718496	2.521062163
Zm00001d002797	615.0406598	1.027422745	0.187788972	5.471155911	4.47e-08	1.22e-06	3.489820122	10.48018894
Zm00001d005269	90.5881176	1.02806971	0.189055415	5.437927857	5.39e-08	1.44e-06	0.424424463	1.100937991
Zm00001d025905	74.70175316	1.029938239	0.240347612	4.285202712	1.83e-05	0.000257151	0.712510207	2.398656424
