taxa	Nitrate_Blup	ChlorophyllA_Blup	ChlorophyllB_Blup	Glutamate_Blup	Malate_Blup	Fumarate_Blup	Fum2_Blup	AminoAcids_Blup	Protein_Blup	Starch_Blup	Sucrose_Blup	Glucose_Blup	Fructose_Blup	PrinicpalComponent1	PrincipalComponent2	DaysToAnthesis
Z004E0192	0.04419	51.8375	27.33997	0.04263	0.19129	-0.05322	0.03438	2.0236	1.15433	0.83545	2.34024	0.49717	0.61331	0.0609	-1.83273	80.4007
Z004E0193	0.04575	50.7492	28.612	0.05235	0.20945	-0.03404	0.0541	2.1006	1.15177	0.69633	2.32117	0.56227	0.63504	0.9734	-1.52783	76.8681
Z004E0194	0.048256	58.6569	27.26403	0.05852	0.20373	-0.08034	0.00227	2.6731	1.21638	0.7432	2.31416	0.72593	0.82026	0.3757	-1.52917	81.2806
Z004E0195	0.05072	45.2933	27.8787	0.00444	0.14318	-0.05418	0.03839	5.6895	1.09829	0.64553	1.98801	0.78017	0.65792	1.2688	-1.6442	82.1371
Z004E0196	0.05747	48.8118	28.2772	0.067994	0.16574	-0.025915	0.061187	2.423	1.09114	0.60003	1.89321	0.62097	0.64408	2.5071	-1.13504	86.0644
Z004E0197	0.051444	53.8095	27.1737	0.14567	0.30946	0.03903	0.13579	2.6139	1.20346	0.80964	2.36969	0.42567	0.62842	3.3609	-0.66577	81.8939
Z004E0198	0.04383	44.9363	25.0139	0.071613	0.18611	-0.01787	0.0703	1.9521	1.20215	0.7094	2.53901	0.5802	0.53456	0.3798	-1.89866	78.8909
Z004E0199	0.0416	47.1162	26.8334	-0.00559	0.17109	-0.04011	0.04892	1.8344	1.07267	1.07183	2.38236	0.70874	0.68503	-1.1561	-0.45391	77.7743
Z004E0200	0.034	28.8657	27.0022	-0.0313	0.10648	-0.07469	0.01192	1.0118	1.03126	0.83238	1.93451	0.5749	0.56036	-2.432	-0.96352	79.5613
Z005E0001	0.046856	58.5682	25.9655	0.09251	0.22816	-0.05668	0.03084	1.95238	1.10981	0.68955	2.53822	0.66966	0.65094	0.1258	-1.52249	76.4647
Z005E0003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.8597
Z005E0004	0.04201	42.8733	27.76734	0.084362	0.2948	0.01213	0.10035	1.6902	1.053651	1.08525	2.10562	0.94562	0.79078	0.7609	1.22002	78.9353
Z005E0005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.6491
Z005E0006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.7765
Z005E0007	0.044414	53.6979	28.0032	0.13639	0.26392	0.04387	0.14194	1.5534	1.13234	1.13765	2.69652	0.84966	0.77272	1.8556	1.45754	79.2717
Z005E0008	0.044386	62.7548	27.6929	0.12273	0.246467	-0.03513	0.05279	1.7798	1.02378	0.89924	2.60032	0.52662	0.65252	1.3283	-0.34337	80.9601
Z005E0009	0.045385	52.5886	27.838501	0.05774	0.21974	-0.05721	0.03289	2.3581	1.07066	0.75981	2.40286	0.45422	0.54968	-0.7346	-2.36738	79.9049
Z005E0010	0.04275	46.6219	27.2336	0.076101	0.26419	-0.00129	0.09543	1.6915	1.04022	0.70265	2.70032	0.62402	0.686804	0.3325	-0.18935	80.8096
Z005E0011	0.05316	61.4767	29.855	0.22175	0.50568	0.03728	0.12729	2.0408	1.10047	0.92323	3.25902	0.80669	0.73819	5.4781	1.78558	77.3211
Z005E0012	0.048573	60.5791	27.6809	0.19995	0.31916	0.01102	0.10263	2.2844	1.15951	1.27655	2.48297	0.49932	0.84298	2.5762	0.73318	77.4187
Z005E0013	0.04194	45.722	28.0695	0.0449	0.23439	-0.02846	0.05915	2.3301	1.01772	0.89529	2.49772	0.99302	0.71558	-0.1322	0.37574	78.0282
Z005E0014	0.04011	34.0345	27.86041	0.06544	0.26226	-0.019662	0.068503	1.7709	1.059249	1.28805	2.62842	0.91422	0.84238	0.0535	2.17854	78.3118
Z005E0015	0.04026	31.0221	28.0507	0.06338	0.22887	-0.08304	0.00503	1.2637	0.89361	0.60885	1.56642	1.22762	0.78618	-3.6589	-0.91359	85.0185
Z005E0016	0.04164	47.0028	26.722	0.06329	0.16213	-0.04591	0.04482	1.7027	1.09483	0.78698	2.31469	0.69426	0.69492	-1.4322	-1.35821	78.2267
Z005E0017	0.03769	34.0442	29.0321	0.05551	0.22891	-0.07003	0.01634	1.4542	1.06455	1.04015	2.37519	0.45862	0.41438	0.0634	-0.75419	82.8963
Z005E0018	0.052026	59.4953	27.2144	0.13848	0.26935	-0.00616	0.082	1.3725	1.06749	0.84273	2.75282	0.8174	0.687647	1.5442	0.35194	81.0164
Z005E0019	0.047439	57.0778	28.1875	0.15385	0.37858	0.00896	0.10312	2.5801	1.051899	0.85347	2.51672	0.91012	0.87368	2.4583	1.20221	77.8469
Z005E0020	0.03773	39.867	26.7152	0.02887	0.248868	-0.05742	0.03061	1.922307	1.02838	0.70585	2.31017	0.56592	0.52598	-1.1242	-1.49113	79.9786
Z005E0021	0.048784	57.8137	28.1251	0.16369	0.29238	0.01148	0.09967	2.723	1.18321	1.21605	3.35632	0.49142	0.58612	3.4204	0.80876	77.6154
Z005E0022	0.03456	30.5138	27.4234	0.03596	0.16915	-0.07277	0.01535	1.7946	1.07306	0.8027	2.38805	0.98972	0.61848	-1.9159	-0.09825	79.3087
Z005E0023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.3098
Z005E0024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.6943
Z005E0025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.3142
Z005E0027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.8289
Z005E0028	0.03725	28.9484	28.5103	0.04059	0.1509	-0.03448	0.04837	1.94124	1.055165	0.41545	1.71052	1.20972	0.70495	-1.2524	-0.54145	81.5706
Z005E0029	0.03674	40.8113	28.7822	0.03851	0.18075	-0.016201	0.071988	1.7765	1.07934	0.87308	1.83252	1.59412	0.78618	-1.8013	0.60017	78.7913
Z005E0032	0.041	47.6508	28.7468	0.0752	0.23194	-0.019707	0.066491	2.4171	1.10781	1.07935	2.96082	0.84204	0.78058	1.0154	1.37082	82.67
Z005E0033	0.03482	36.2388	27.4053	0.05344	0.21293	-0.03472	0.05811	1.5515	0.96564	0.70195	2.23422	0.47832	0.52928	-0.9099	-0.69203	78.8979
Z005E0034	0.03752	41.9616	27.5536	0.11604	0.253462	0.00615	0.10063	1.4225	1.052424	0.67035	2.34904	0.29112	0.47118	1.5124	-0.78282	87.1885
Z005E0035	0.04033	33.7409	28.9491	0.13205	0.37178	0.0409	0.13117	1.1376	0.95658	0.65845	2.64032	1.31562	0.80218	0.2835	2.20418	79.6922
Z005E0036	0.04609	42.0169	27.6696	0.12478	0.26427	0.04496	0.13331	2.1531	0.97766	0.69275	1.67762	0.82466	0.61657	2.3845	1.18083	86.0433
Z005E0037	0.043755	49.2565	26.9586	0.04835	0.27086	-0.02788	0.0603	1.5491	1.00616	1.17555	2.35988	0.58052	0.62103	0.0989	0.25352	78.976
Z005E0038	0.03609	40.3083	27.6463	0.07804	0.31839	0.00476	0.08765	1.0549	0.99629	0.74785	2.08642	1.02712	0.93248	1.531	2.48705	83.7266
Z005E0039	0.04276	41.9028	28.2923	0.10641	0.30647	0.03926	0.13257	2.2658	1.01866	0.71385	2.08042	1.82552	0.88608	1.0789	2.93881	81.331
Z005E0040	0.04225	50.8718	27.1028	0.077965	0.25861	-0.0136	0.07507	1.2642	1.0683	1.07475	2.83652	0.63712	0.62075	0.3769	0.17907	82.576
Z005E0042	0.049291	62.65	28.2362	0.10931	0.30328	-0.03436	0.06004	1.5029	1.11451	0.79956	2.19252	0.93412	0.83368	0.8085	-0.53053	78.8387
Z005E0043	0.046248	50.3327	27.7062	0.12151	0.27272	0.05305	0.14131	1.6473	1.10864	1.15205	2.97392	0.35872	0.56308	1.858	0.29605	79.9611
Z005E0044	0.049911	37.189	29.8038	0.26695	0.40648	0.0211	0.11026	5.0836	1.11509	1.49185	4.50982	1.01372	0.85678	4.7525	3.86415	76.7088
Z005E0045	0.044611	52.2963	27.2275	0.16098	0.29362	0.01872	0.10501	2.106	1.09092	1.01675	2.18102	0.92802	0.69336	1.643	1.28931	80.745
Z005E0046	0.03784	41.7966	27.167	0.04399	0.19337	-0.03435	0.05376	1.1249	1.03853	0.85433	2.07002	0.67055	0.63459	-1.4856	-0.69423	78.3657
Z005E0047	0.04037	39.0142	29.5207	0.02059	0.21657	-0.05816	0.02735	1.87753	1.00704	0.93636	2.32289	0.88102	0.63509	-0.9005	0.33294	78.0763
Z005E0048	0.043616	48.2537	28.2614	0.05043	0.1905	-0.05179	0.03637	1.7792	0.97436	0.68445	2.16232	0.64772	0.64323	-0.1775	-0.66051	78.1021
Z005E0049	0.0365	29.6327	26.2592	0.08661	0.17539	0.01807	0.10637	2.5306	1.02789	0.61835	2.27252	0.90252	0.55628	1.1498	1.17906	87.5063
Z005E0050	0.04297	48.1989	28.2929	0.06663	0.21506	-0.03609	0.05254	1.3126	1.11383	1.03005	2.44435	0.71402	0.66198	0.1812	-0.04755	80.5523
Z005E0051	0.03836	39.161	27.2967	0.03862	0.1831	-0.05235	0.03854	1.2577	1.055486	0.67395	1.98552	1.04542	0.69773	-0.094	0.93906	83.3674
Z005E0052	0.03883	42.1214	27.7165	0.04001	0.22143	-0.015138	0.071538	1.529	0.98862	0.69775	1.96632	0.70035	0.58616	-1.2777	-1.01351	77.3385
Z005E0053	0.03922	37.8317	28.3792	0.05019	0.18808	-0.03361	0.06294	1.3042	0.98502	0.51555	2.12572	0.30692	0.27748	0.5986	-0.69624	86.6255
Z005E0054	0.04269	40.5673	28.2937	0.16891	0.21483	0.00027	0.08275	3.1586	1.11478	0.77421	2.02412	0.59782	0.685985	2.0764	0.22079	78.7361
Z005E0055	0.04351	48.2798	28.1988	0.11597	0.18334	-0.024057	0.068421	2.2886	0.98444	0.91439	2.26302	0.7008	0.65207	1.3926	-0.35728	78.2524
Z005E0056	0.03636	36.2381	27.5891	0.04378	0.18879	-0.024134	0.063445	1.6642	0.95606	0.79565	2.08902	0.74305	0.67327	-1.4552	-0.06361	80.8863
Z005E0057	0.0409	40.9252	27.3702	0.081401	0.23722	-0.02879	0.06067	1.5679	1.01959	1.34865	1.91852	1.04282	0.90928	-1.5138	1.67197	78.3452
Z005E0058	0.03716	36.7538	27.2131	0.03029	0.12858	-0.0823	0.00359	1.3569	0.99335	0.79811	2.53292	0.50022	0.66366	-0.4342	0.96293	84.795
Z005E0059	0.03792	37.0223	27.7022	0.05269	0.21242	-0.016693	0.07989	1.1251	0.9733	0.80192	1.84222	0.44142	0.26378	0.6905	0.25877	86.6852
Z005E0060	0.043256	47.6784	27.172	0.06089	0.2766	-0.05019	0.03741	1.89809	1.01274	0.56015	2.16372	1.03732	0.79228	0.0274	0.13729	79.9523
Z005E0061	0.03883	40.763	27.3416	0.031	0.18636	-0.06656	0.02002	1.8157	1.00285	0.9269	2.33823	0.50112	0.69611	-1.0563	-0.10383	78.1251
Z005E0062	0.043128	51.5472	27.4428	0.06226	0.28991	-0.03761	0.04931	1.7564	1.0139	0.85272	2.36347	0.54552	0.56118	0.1126	-1.10812	78.1261
Z005E0063	0.043755	51.2695	25.851	0.06061	0.25937	-0.01104	0.07717	1.4868	1.13131	0.93229	2.52922	0.58052	0.60385	0.0622	-0.40525	79.5548
Z005E0064	0.03385	35.7949	27.0937	0.04759	0.17142	-0.05151	0.03639	1.479	0.9634	0.87717	2.30022	0.79741	0.70063	-1.1496	1.23029	87.0706
Z005E0066	0.03973	39.8046	29.4868	0.06365	0.29709	-0.00864	0.08091	1.5372	1.04794	1.02265	2.33014	0.95822	0.69677	0.0621	1.3675	78.7032
Z005E0067	0.046316	49.7846	27.3807	0.077497	0.33018	-0.016335	0.071355	1.94953	1.08323	1.10095	3.79392	0.760174	0.73354	0.764	1.19803	80.2493
Z005E0068	0.02557	17.847	26.7651	-0.00241	0.08498	-0.05182	0.03527	0.8536	1.14032	1.03215	1.32122	0.82649	0.60825	-5.0857	-1.63129	78.419
Z005E0069	0.03528	48.3443	26.8961	0.04245	0.17596	-0.03646	0.05164	1.305	1.02087	0.83327	2.16552	0.58332	0.60862	-0.9012	-0.61413	80.0376
Z005E0070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.8555
Z005E0071	0.03954	44.6722	26.2234	0.02787	0.15811	-0.06829	0.01762	1.82044	0.98151	0.89111	1.75602	0.50722	0.63961	0.2826	0.58614	88.8207
Z005E0072	0.045134	50.4438	29.1943	0.09967	0.2322	0.02214	0.10948	2.8401	1.02877	0.99785	2.77242	1.03112	0.17708	2.4068	0.14049	84.9922
Z005E0073	0.04119	46.9407	27.3429	0.06649	0.23563	-0.03179	0.05641	1.3658	1.054817	0.88052	2.4473	0.94672	0.78238	-0.6564	0.37664	81.003
Z005E0074	0.04021	45.7036	26.2919	0.05353	0.27692	-0.04069	0.05874	1.6047	1.00672	0.71585	1.97142	0.65842	0.62701	-0.7	-1.02083	80.0117
Z005E0075	0.04269	49.4909	27.0289	0.08607	0.2565	-0.05721	0.02939	1.778	1.17181	0.57905	1.92952	0.7353	0.56038	0.4289	-1.24337	79.2889
Z005E0076	0.03262	25.1729	27.207	0.01607	0.12958	-0.07477	0.01673	1.4024	0.92001	0.89481	1.82922	1.40852	0.82958	-2.5156	2.40099	82.496
Z005E0077	0.03624	38.7594	26.2411	0.06775	0.246798	-0.033	0.05517	1.1441	1.01039	0.84554	1.51962	0.54782	0.47888	-0.8977	-1.00758	82.3103
Z005E0078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.8173
Z005E0079	0.050769	68.737	28.6439	0.23025	0.32994	0.01457	0.10278	2.4031	1.21901	0.70975	2.50722	0.63232	0.62786	4.0498	-0.61174	76.9051
Z005E0080	0.048073	58.2767	27.4065	0.13928	0.249466	0.02012	0.10832	1.98683	1.12903	0.97125	2.32335	1.08912	0.84118	0.7417	0.34437	77.8019
Z005E0081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.1928
Z005E0082	0.04019	45.6873	27.9844	0.02772	0.31264	-0.023606	0.06237	2.2912	1.03989	0.8048	2.62822	0.78719	0.62969	-0.0862	-0.39309	79.5973
Z005E0083	0.05617	50.2436	27.8785	0.09789	0.27283	-0.04062	0.04749	1.90687	1.10024	0.93135	2.65452	0.68168	0.83428	0.8876	-0.08216	79.397
Z005E0084	0.03615	49.7056	28.1346	0.07529	0.21315	-0.028	0.05402	2.1604	1.09714	0.77379	2.34955	0.42122	0.49318	0.0769	-1.67819	79.6328
Z005E0085	0.04036	40.9148	27.84686	0.04558	0.24285	-0.05708	0.03585	1.7967	1.07006	0.80153	1.94162	0.82915	0.81198	-1.0047	0.42676	79.5529
Z005E0087	0.12367	34.7125	27.4458	0.03408	0.23605	-0.018425	0.068529	2.1782	1.09877	0.78599	2.36347	0.47562	0.47008	2.6893	-2.70476	77.1149
Z005E0088	0.044785	53.3635	27.76034	0.10474	0.26906	-0.03	0.0582	2.1775	1.07759	0.77277	2.24942	0.23912	0.62389	1.5926	-1.23809	78.6889
Z005E0089	0.03493	35.0316	28.0195	0.07504	0.248131	0.04471	0.13138	2.52	1.02488	0.72505	2.60282	0.25592	0.51748	0.8294	-0.65028	80.7065
Z005E0090	0.043	38.4429	29.2339	0.15598	0.33125	0.0102	0.09846	2.8295	1.01554	1.15005	2.77282	2.44172	1.75748	0.5666	7.05041	78.8574
Z005E0091	0.047038	59.3123	27.3151	0.06151	0.22372	-0.02714	0.06098	1.5148	1.12607	1.33195	3.37872	0.8506	0.75121	-0.0509	0.75724	79.419
Z005E0092	0.03724	38.4294	26.8808	0.01116	0.14548	-0.05083	0.03454	1.661	0.9946	0.74615	1.59732	0.79197	0.6687	-1.0579	0.18305	82.6645
Z005E0093	0.04245	44.8533	27.1557	0.11105	0.253215	0.02612	0.11452	1.2191	1.055338	0.95572	2.36045	0.60232	0.62915	1.5196	0.5975	77.7233
Z005E0094	0.049991	59.0088	29.2803	0.11488	0.28702	-0.06084	0.03147	1.6907	1.02094	0.65275	2.392989	0.78675	0.73841	1.9295	-0.29438	79.3196
Z005E0095	0.045108	61.6698	29.1417	0.11958	0.30244	0.01875	0.11322	1.595	1.03602	0.72875	2.84902	0.62802	0.59613	1.8616	0.04184	80.084
Z005E0096	0.046077	56.2975	28.2497	0.08859	0.2441	0.00567	0.09285	1.95512	1.10042	0.96055	2.41551	1.05722	0.87868	1.5424	1.57099	78.2235
Z005E0097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.5018
Z005E0098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86.0935
Z005E0099	0.049696	57.6585	28.0236	0.10121	0.32511	-0.03059	0.05601	2.7856	1.11975	0.73995	3.16392	0.51822	0.52908	3.1444	-0.61093	79.3235
Z005E0100	0.047879	60.3555	28.0444	0.10023	0.43608	-0.00361	0.08404	5.0262	1.13474	0.73875	2.14682	0.78279	0.6328	4.5227	-0.1966	76.0935
Z005E0101	0.03968	36.2671	26.8365	0.00669	0.21173	-0.06177	0.02533	1.1942	1.057066	0.71665	1.93522	0.79135	1.08228	.	.	85.1885
Z005E0102	0.051789	75.5497	27.417	0.07014	0.27579	-0.04414	0.04514	3.4236	1.12927	0.97595	2.74122	0.55872	0.66299	2.8123	-1.22559	77.5772
Z005E0103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.6422
Z005E0104	0.03835	40.1772	27.1049	0.04703	0.24234	-0.04873	0.0394	1.6769	0.96466	0.73115	2.35415	0.57942	0.56718	-1.4221	-1.05783	78.6982
Z005E0105	0.04431	49.7209	27.7196	0.08907	0.24316	-0.02905	0.05782	1.5703	1.01857	0.77646	2.28132	0.54302	0.55788	-0.0429	-1.23599	77.8542
Z005E0106	0.02764	36.0521	26.3356	0.02173	0.18354	-0.05546	0.03104	1.4905	1.00395	0.61995	2.25302	0.17912	0.38688	-1.5931	-2.32286	80.4236
Z005E0107	0.04167	37.8671	27.87838	0.06785	0.1897	-0.04326	0.05101	2.5185	1.060132	0.91062	2.15852	0.78314	0.61918	0.1762	0.13164	77.3938
Z005E0108	0.045855	53.1946	28.6241	0.1488	0.26506	-0.022511	0.07694	2.6387	1.054645	0.84402	2.49422	0.64262	0.63216	1.9954	-0.51246	78.1
Z005E0109	0.04021	49.1628	27.3517	0.03988	0.26249	-0.04656	0.04034	1.6731	1.01314	0.95046	2.49602	1.02772	0.78278	-0.8188	0.95778	78.6067
Z005E0110	0.046187	56.5579	27.9973	0.11254	0.26605	-0.0079	0.0843	1.928151	0.87761	0.73175	2.57402	0.48362	0.47928	0.8042	-0.90615	77.4655
Z005E0111	0.05368	62.4311	28.5466	0.10104	0.32914	-0.0046	0.08101	1.927928	1.07577	0.69085	2.68172	0.74454	0.83288	2.1006	0.125	76.0905
Z005E0112	0.05183	66.6123	30.0862	0.10169	0.34203	-0.016753	0.071377	2.2682	1.01951	0.94141	2.89102	0.65562	0.66124	2.5651	0.15661	75.9556
Z005E0113	0.03006	25.3284	27.1108	-0.00571	0.14078	-0.07777	0.00902	1.0741	1.00887	0.96825	2.18932	0.55882	0.47368	-4.1959	-1.75766	77.7187
Z005E0114	0.045461	49.3478	27.0865	0.080753	0.20582	-0.02949	0.0587	2.3872	1.053779	0.87962	2.86702	0.50972	0.51698	0.8165	-0.61716	79.137
Z005E0115	0.043371	47.9854	27.4619	0.053	0.2307	-0.02905	0.05914	1.4429	1.02544	0.78391	2.20022	0.52172	0.58908	-0.5666	-0.53183	77.9398
Z005E0116	0.043257	45.8244	27.7287	0.07422	0.21077	-0.04169	0.0466	2.1911	1.04469	0.71465	2.64772	0.61052	0.65489	0.7304	-0.26826	78.1581
Z005E0117	0.044452	50.3536	27.2993	0.0503	0.25616	-0.02908	0.05907	2.4586	1.04945	0.75845	2.50692	0.91072	0.88358	0.861	0.78122	78.2815
Z005E0118	0.04148	49.8204	27.92931	0.06221	0.253928	-0.02761	0.05939	1.6074	1.00216	0.83106	2.16992	0.71767	0.48378	-0.4334	-1.39618	79.5767
Z005E0119	0.04142	46.5974	27.1968	0.079933	0.30701	0.00787	0.09613	1.5534	1.04079	0.8854	2.46569	0.54462	0.72654	0.8975	0.10217	78.4821
Z005E0120	0.03701	38.1845	26.5242	0.0133	0.13918	-0.05811	0.0298	1.4603	1.0099	0.78031	2.15622	0.91622	0.58109	-2.2045	-0.57201	82.2845
Z005E0121	0.048362	68.1518	26.6666	0.12878	0.34668	-0.03492	0.0485	2.3726	1.17691	0.8079	2.88522	0.60042	0.63606	2.6294	-0.88193	77.9965
Z005E0122	0.045571	52.1012	27.0599	0.05163	0.255229	-0.06186	0.02625	1.7631	1.059695	0.65765	2.34066	0.37982	0.62642	0.0823	-1.56563	78.7331
Z005E0123	0.047663	55.6605	28.2184	0.06846	0.27894	-0.019939	0.065638	2.0643	1.0662	0.99835	2.52912	0.81114	0.82408	1.0462	0.67402	75.549
Z005E0124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.4869
Z005E0125	0.043383	44.8357	27.4416	0.0733	0.3008	-0.02588	0.06242	1.4899	1.04158	0.863313	2.22342	0.64002	0.64367	0.5005	-0.03754	81.2715
Z005E0126	0.043583	49.3596	27.4466	0.06651	0.22726	-0.02777	0.05621	2.4146	1.053399	1.12185	2.80882	0.40862	0.64152	0.7248	-0.33075	78.5629
Z005E0127	0.048288	52.4671	29.3004	0.14936	0.19586	-0.00269	0.08007	2.6378	1.09009	0.66455	2.28762	1.16372	0.79968	1.0983	-0.18029	79.8254
Z005E0128	0.03758	34.6153	27.75719	-0.07725	0.15526	-0.08669	0.00137	1.7454	0.98281	0.60565	2.33044	0.54962	0.59033	-2.9182	-1.67859	83.184
Z005E0129	0.045624	52.628	29.3622	0.09021	0.26234	-0.03055	0.05803	2.1402	1.11091	0.81531	2.71132	0.78856	0.66431	2.5784	-0.18237	79.7667
Z005E0130	0.05525	64.8926	29.5061	0.18295	0.43708	0.02954	0.11716	2.8324	1.18301	0.7593	2.44204	0.56052	0.57938	5.2277	-0.54846	77.0795
Z005E0131	0.03752	34.758	28.1053	0.04692	0.17611	-0.04043	0.04553	1.0788	1.00747	0.71705	1.51442	0.93042	0.681235	-0.7864	0.31791	86.7349
Z005E0133	0.03601	34.6414	27.2127	0.02252	0.20738	-0.05334	0.02965	1.0079	0.95855	0.7852	2.29084	0.58922	0.49388	-1.9093	-1.21922	80.9881
Z005E0134	0.0422	42.5447	26.6177	0.07276	0.2968	-0.03816	0.05563	1.8049	1.07845	0.91989	2.24612	0.75142	0.66002	0.3824	0.37798	78.8701
Z005E0135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.8615
Z005E0136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.0603
Z005E0137	0.03653	36.4255	27.4987	0.01172	0.17313	-0.07247	0.01846	1.6745	1.00992	0.74675	2.26802	0.50562	0.76183	-1.5688	-1.06968	80.0948
Z005E0138	0.04003	38.4347	28.2809	0.02196	0.19457	-0.0432	0.04218	2.2948	1.01975	0.60115	1.94892	0.91432	0.67213	-1.2161	-0.59709	83.4103
Z005E0139	0.047717	57.1678	28.1118	0.16187	0.36358	0.04864	0.13564	2.5412	1.16411	0.70705	2.30159	0.59892	0.59396	4.4295	-0.02774	79.0264
Z005E0141	0.03392	32.2939	27.3257	0.02733	0.16851	-0.04797	0.03756	1.5058	0.90011	0.62265	2.01732	0.56302	0.53368	-2.0742	-0.77183	77.2523
Z005E0142	0.04079	42.2469	26.9667	0.0452	0.2266	-0.02908	0.06082	2.3241	0.98752	0.81656	2.00712	1.20852	0.82928	-0.4163	1.25312	78.6823
Z005E0143	0.03451	33.3314	27.6822	0.01083	0.1502	-0.04689	0.03544	1.3917	0.97234	0.82489	2.09132	0.69946	0.62022	-2.756	-0.75855	78.9868
Z005E0144	0.045201	38.9817	27.3406	0.08247	0.28872	-0.016145	0.072008	1.3342	1.01158	0.81207	2.53852	0.79525	0.64355	0.1204	0.55298	84.4996
Z005E0145	0.03506	34.031	27.1758	-0.07705	0.22457	-0.05354	0.03262	1.4043	0.89041	1.06295	2.40559	0.39332	0.59027	-2.7236	-0.32683	81.6132
Z005E0146	0.03768	29.8024	27.73873	0.0092	0.21995	-0.04399	0.04358	1.1986	0.99212	0.73195	1.78962	0.71989	0.70496	-2.1162	-0.12912	77.5547
Z005E0147	0.04145	40.5821	27.74027	0.12027	0.36728	0.07608	0.15855	1.2323	1.01575	1.09185	2.69312	1.04312	0.74786	2.0249	3.41765	79.7459
Z005E0148	0.04267	34.1492	29.8917	0.09312	0.233	-0.03065	0.0525	2.2624	1.22911	1.40105	2.38244	1.32592	0.91288	0.7848	2.96665	78.223
Z005E0149	0.03915	44.0056	25.3582	0.05162	0.18376	-0.04111	0.04705	1.5574	1.07455	0.98695	2.24572	0.72025	0.65196	-1.4661	-0.13604	78.7442
Z005E0150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82.2683
Z005E0151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.9844
Z005E0152	0.04227	47.599	29.9981	0.08839	0.23453	-0.00506	0.08126	1.5336	1.01084	0.66595	1.93172	0.51512	0.52268	0.8172	-0.99592	82.0453
Z005E0153	0.03915	36.253	26.5764	0.04436	0.23753	-0.04118	0.05354	2.0724	1.03561	0.8693	2.04182	0.77841	0.711	-0.5967	0.32051	85.4283
Z005E0154	0.03344	24.2924	27.0885	0.04064	0.18503	0.00072	0.08805	1.3065	0.95518	0.73695	1.85852	0.89182	0.67747	-2.5031	0.37305	78.3285
Z005E0155	0.045231	46.24589	27.3881	0.15855	0.34748	-0.017283	0.07538	2.2765	1.04627	0.77337	2.52112	0.62392	0.62353	2.836	0.79893	81.0796
Z005E0156	0.07832	58.2444	28.1597	0.06698	0.23862	-0.05819	0.02995	1.6608	1.10606	0.65345	2.28492	0.47612	0.45698	3.19	-2.28739	77.7965
Z005E0157	0.03682	34.1261	26.3507	0.01779	0.13998	-0.07279	0.01339	1.7019	1.01124	0.67975	1.89962	0.78728	0.70672	-0.935	0.42747	87.286
Z005E0158	0.050497	54.1209	29.711	0.1335	0.29888	0.05414	0.14738	1.96206	1.0683	0.92851	2.61052	0.71577	0.74744	2.543	1.2679	79.0075
Z005E0159	0.05133	54.1042	28.7669	0.10082	0.46918	0.00122	0.09229	2.4057	1.02753	0.83165	2.37784	-0.33778	0.41258	3.3423	-2.3892	80.532
Z005E0160	0.0514	61.2177	29.4446	0.10626	0.33525	-0.00174	0.08598	2.1563	1.14087	0.91947	2.53142	0.75341	0.681149	2.7171	0.1862	79.0771
Z005E0161	0.046187	55.9755	29.1596	0.077677	0.24082	-0.04751	0.04462	2.5663	1.08214	1.08795	3.58282	1.21912	1.07028	0.0819	1.94054	76.195
Z005E0162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.8542
Z005E0163	0.04041	32.835	28.499	0.075661	0.27251	-0.04496	0.04311	2.24	1.07313	0.62235	2.48183	0.47502	0.53708	1.8258	-0.99923	82.1866
