taxa	Nitrate_Blup	ChlorophyllA_Blup	ChlorophyllB_Blup	Glutamate_Blup	Malate_Blup	Fumarate_Blup	Fum2_Blup	AminoAcids_Blup	Protein_Blup	Starch_Blup	Sucrose_Blup	Glucose_Blup	Fructose_Blup	PrinicpalComponent1	PrincipalComponent2	DaysToAnthesis
Z013E0093	0.04155	50.69226	28.050867	0.04834	0.273802	-0.03294	0.05212	1.7207	1.116501	0.74473	2.4157	0.776442	0.72685	-1.3409	-1.54099	73.2824
Z013E0094	0.049677	56.7629	28.7959	0.0658	0.39456	-0.023238	0.0726	1.91554	1.038131	0.76666	2.6497	1.117293	0.9677	1.0745	1.00489	80.541
Z013E0095	0.04499	56.7299	27.4307	0.05429	0.24551	-0.03381	0.05434	1.6829	1.055211	0.73616	2.49011	0.710633	0.79033	-1.5019	-1.07196	75.9012
Z013E0096	0.05784	39.2057	27.0975	0.0952	0.20982	0.03685	0.11699	1.2286	0.907401	0.83686	2.50271	0.574893	0.5579	0.2023	-0.81224	74.506
Z013E0097	0.04515	56.0776	28.6531	0.10248	0.38246	-0.03381	0.05431	2.1286	0.988521	0.74024	2.2493	0.599193	0.734013	0.3414	-1.03997	77.851
Z013E0098	0.049884	64.0082	28.2063	0.08636	0.27578	-0.023441	0.061135	2.193	1.135221	0.94324	2.9429	1.003093	1.1033	-0.16	0.55111	80.1828
Z013E0099	0.047925	57.01	27.8347	0.1014	0.36548	-0.00823	0.07846	1.89446	1.106151	0.7233	2.47745	0.697443	0.69732	0.8798	-1.06724	76.6239
Z013E0100	0.046488	53.9185	27.97409	0.04089	0.38216	-0.08899	-0.00265	1.5268	1.161801	0.97724	2.294	0.950993	1.0409	-1.2243	-0.19663	79.0191
Z013E0101	0.03981	39.2487	27.5663	0.01208	0.19299	-0.05694	0.03906	1.5668	0.898901	0.69844	2.2253	0.548793	0.65715	-3.0254	-1.76018	73.4296
Z013E0102	0.047748	44.8358	27.7008	0.04229	0.32278	-0.01616	0.066123	1.91948	1.150991	0.8598	2.9084	1.026993	0.80568	-0.245	-0.07763	76.3925
Z013E0103	0.04484	52.0641	28.9887	0.0305	0.18339	-0.02056	0.067122	1.7747	1.059623	0.77692	2.2951	0.448793	0.5148	-1.0468	-2.28466	79.3363
Z013E0104	0.051222	58.3385	27.3767	0.1748	0.48136	0.038	0.12789	2.1731	1.152271	0.95834	2.45184	0.713383	0.76569	4.2297	1.0493	78.5742
Z013E0105	0.03969	41.6121	27.7729	-0.00005	0.20753	-0.04684	0.03546	1.4214	0.957501	1.09474	2.322	0.784733	0.69207	-2.7614	-0.35249	76.6927
Z013E0107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.6344
Z013E0108	0.047281	52.8886	28.07613	0.08848	0.33347	-0.025532	0.062665	1.3589	1.003391	0.68204	2.46707	0.597993	0.6196	1.3814	-1.13146	76.6469
Z013E0109	0.04363	46.762	26.9844	0.09361	0.30769	0.00602	0.09426	3.0668	1.064489	0.71334	2.47389	0.721613	0.730391	0.819	-0.7007	76.4498
Z013E0110	0.049009	55.1721	28.3762	0.09645	0.3138	-0.0162	0.07193	1.2443	1.079741	0.55584	2.43336	0.719943	0.69474	0.7854	-1.09333	75.8258
Z013E0111	0.046131	56.0487	28.4709	0.07787	0.40576	-0.00441	0.0807	2.6816	1.093541	0.71844	2.2574	0.755473	0.732006	1.9724	-0.48141	76.8863
Z013E0112	0.045804	54.9124	28.5415	0.05162	0.30798	-0.04247	0.04557	1.646	1.020051	1.10794	2.7069	1.303493	1.1449	-1.105	2.08802	77.6438
Z013E0113	0.047565	47.7742	28.227	0.03119	0.25568	-0.04277	0.05673	2.114	1.076211	1.39544	2.6595	0.737843	0.77348	-0.216	0.57774	75.2987
Z013E0114	0.0477	53.4664	28.05777	0.02536	0.28531	-0.03988	0.04765	1.75524	1.046741	0.97084	2.4004	0.868093	0.75847	-1.2918	-0.6709	79.078
Z013E0115	0.04409	54.8089	28.2363	0.00531	0.2553	-0.0587	0.05121	1.4599	0.999241	0.64194	1.8048	0.710563	0.71467	-1.4742	-2.25669	75.7494
Z013E0116	0.044	34.2285	36.8664	0.09721	0.24743	-0.01724	0.06874	1.831447	1.051371	0.65604	2.42386	0.695963	0.69711	0.145	-0.39544	77.4436
Z013E0117	0.04262	47.6263	27.7091	0.04045	0.23646	-0.029388	0.060459	1.89917	1.070301	0.96314	2.47957	1.006193	0.9123	-0.926	0.34865	75.5903
Z013E0118	0.04089	43.488	27.1153	0.05389	0.2764	-0.03293	0.05505	1.954	1.036661	0.8813	2.679	1.195893	1.0707	-1.6973	0.97357	80.7686
Z013E0119	0.047639	56.4412	28.0646	0.05259	0.24902	-0.026998	0.05616	1.4378	1.062393	0.8043	2.44673	0.881693	0.9192	-0.5662	-0.05475	76.7839
Z013E0120	0.04492	50.1015	27.9261	0.01791	0.22267	-0.075	0.00776	2.0047	1.009201	0.68974	2.3772	0.740163	0.6948	-1.406	-1.95638	82.0576
Z013E0122	0.04501	51.9314	26.7413	0.01043	0.30524	-0.05429	0.03227	1.0513	1.048811	0.83676	2.8139	0.671613	0.5887	-1.2448	-1.22533	76.3932
Z013E0123	0.053623	44.8563	27.0266	0.01259	0.21254	-0.04215	0.04599	1.3814	1.095121	0.78704	2.8333	0.748643	0.72667	-1.0349	-0.73865	74.8259
Z013E0124	0.046053	45.8392	27.7562	0.12522	0.30669	0.04148	0.12559	2.43	1.091721	0.76737	2.4166	0.598693	0.5499	1.0941	-1.73967	77.5255
Z013E0125	0.04257	40.6971	28.2764	0.06883	0.29127	-0.00099	0.08139	1.4324	1.099201	0.86932	3.0492	0.912293	0.74189	-0.1994	0.44686	73.4594
Z013E0126	0.048762	55.2637	28.03425	0.09918	0.40176	-0.00688	0.0825	1.6411	1.116961	0.85942	2.8666	0.939093	0.8484	1.0757	0.22141	76.2168
Z013E0127	0.04317	43.4936	27.893	0.0502	0.23726	-0.0189	0.064267	1.1429	0.990811	0.78906	2.45594	0.511293	0.65289	-1.4329	-1.36342	78.3488
Z013E0128	0.04179	44.6802	27.7161	0.07064	0.268699	-0.00816	0.07597	2.0083	1.173601	0.57794	2.2453	0.733983	0.63352	0.0377	-1.61945	78.3139
Z013E0129	0.03933	46.9132	26.3222	0.05417	0.25608	-0.04736	0.04073	1.73621	1.045611	0.80002	2.59219	0.779363	0.68173	-1.3848	-0.95434	76.2593
Z013E0130	0.046966	42.978	27.98233	0.1652	0.47186	0.14706	0.2355	1.5495	1.049151	1.17854	2.54569	0.867293	0.777	3.0561	2.37737	80.2764
Z013E0131	0.045542	61.0551	26.7345	0.05503	0.20066	-0.05404	0.03408	1.5287	1.132941	0.68624	2.8491	0.399593	0.68553	0.5034	-1.49411	74.6209
Z013E0132	0.04417	49.586	27.1001	0.03783	0.37396	-0.04076	0.05024	1.6441	0.993731	0.68994	2.53971	0.620993	0.8981	-0.7716	-0.23835	77.8423
Z013E0133	0.048185	51.1517	30.3665	0.08155	0.25535	-0.00033	0.09131	1.86678	1.064544	1.16554	2.9245	1.436093	1.2534	-1.1373	1.95446	74.4198
Z013E0134	0.04464	53.908	26.4992	0.0631	0.25572	-0.02402	0.064107	1.575	1.056451	0.95464	3.5033	-0.050407	0.564	0.4237	-1.25345	78.8409
Z014E0001	0.03357	41.7085	27.9985	-0.00251	0.19029	-0.04665	0.0409	1.9596	1.16929	0.64154	2.07623	0.88393	0.76528	-1.8303	-1.2945	76.9741
Z014E0002	0.03487	45.1974	26.5662	0.07395	0.16789	0.01293	0.09976	1.4454	1.07476	0.65386	1.9293	0.85689	0.78715	-1.3369	-0.94902	77.4061
Z014E0003	0.03221	34.2551	26.8968	-0.00172	0.12425	-0.04234	0.04576	1.3447	1.13412	0.64489	1.7994	1.00793	0.86495	-2.913	-0.44283	77.3377
Z014E0004	0.03098	44.8941	26.8666	0.031846	0.1384	-0.05256	0.04165	1.4103	1.118358	0.65798	2.3842	0.64063	0.52675	-1.7852	-2.10149	75.3708
Z014E0005	0.03233	39.1746	27.14791	-0.00399	0.11049	-0.07455	0.01296	2.5121	1.09798	0.54587	1.4521	1.33823	0.79964	-3.3032	-1.40128	78.4326
Z014E0006	0.039651	58.5083	26.865	0.04209	0.18948	-0.05612	0.02922	1.66328	1.13978	0.80427	1.9931	0.76679	0.67203	-1.1437	-1.81358	73.8478
Z014E0007	0.03464	39.8664	26.8527	0.08652	0.2349	0.01132	0.10264	1.3412	1.12476	0.44697	1.7139	0.66153	0.6298	-0.5516	-1.56787	77.1697
Z014E0008	0.04218	63.4869	27.3719	0.07019	0.188389	-0.037422	0.051884	2.054	1.17331	0.6232	2.2664	0.62803	0.65363	0.3746	-2.11367	76.0597
Z014E0009	0.043134	57.4901	27.9857	0.06162	0.17461	-0.0477	0.03981	3.4609	1.19555	0.70737	2.15747	0.71593	0.63696	0.9842	-1.63219	75.0275
Z014E0010	0.046029	62.266	28.0087	0.0582	0.180327	0.00698	0.10288	1.58719	1.17306	0.66283	2.17131	0.47923	0.51565	1.8303	-2.01974	78.0744
Z014E0011	0.045053	64.3841	26.6536	0.022	0.1718	-0.038413	0.047711	1.2515	1.12808	0.89227	2.5899	0.784	0.72633	-1.203	-0.80587	75.345
Z014E0012	0.03	23.1292	27.08371	-0.03936	0.1134	-0.06697	0.02059	1.4174	1.07489	0.76955	2.2806	0.81415	0.728549	-4.4226	-1.26718	76.8169
Z014E0013	0.02981	29.1978	27.17381	0.00022	0.16169	-0.06355	0.02428	1.3138	1.0365	0.59683	1.6319	0.97863	0.731434	-3.6314	-1.246	76.2343
Z014E0014	0.03391	37.8523	26.837	0.01854	0.179503	-0.036283	0.055882	1.1348	1.07226	0.69112	2.4231	0.82887	0.56105	-2.886	-1.29314	76.4629
Z014E0015	0.02473	27.6343	26.654	-0.02168	0.13528	-0.04689	0.03865	1.0617	1.01703	0.70418	1.4017	1.54763	0.84585	-4.758	0.24144	76.7728
Z014E0016	0.02961	28.1744	27.18761	-0.016	0.11262	-0.02834	0.05838	1.2867	1.16213	0.74674	2.19901	2.02543	1.07315	-3.6152	2.11714	78.6628
Z014E0017	0.02816	33.8473	28.1152	0.02389	0.17352	-0.04768	0.03943	1.3964	1.17544	0.684116	1.8755	0.78216	0.78443	-2.563	-1.29929	78.1903
Z014E0018	0.03262	39.9601	26.311	-0.00896	0.12357	-0.06953	0.02026	0.9407	1.04294	0.74476	1.8318	0.76657	0.59595	-3.7817	-2.07971	77.2583
Z014E0019	0.03079	39.0404	26.5514	-0.00135	0.1684	-0.06045	0.02506	1.58416	1.05253	0.79457	2.16023	1.08113	0.80978	-2.6248	0.15813	75.862
Z014E0020	0.037719	46.9526	28.3852	0.06665	0.25171	-0.02618	0.056013	1.4239	1.13567	0.82047	2.02956	1.17203	0.97285	-1.5656	0.60691	77.3499
Z014E0021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.0599
Z014E0022	0.07636	31.5023	27.8385	0.02087	0.13411	-0.04273	0.04542	1.0601	1.01797	0.52877	1.1795	1.50533	0.82794	-1.7487	-0.90891	77.188
Z014E0023	0.042491	37.2078	28.5923	0.07878	0.19659	-0.01155	0.07192	2.0389	1.07743	0.63907	2.0034	1.63933	1.12145	-0.7309	1.87221	77.9715
Z014E0024	0.03107	33.7137	27.753	-0.01867	0.1076	-0.07859	0.01366	1.3572	1.0869	0.76883	1.9439	1.36773	0.90065	-4.3143	-0.11496	76.6444
Z014E0025	0.036957	47.8178	27.5198	-0.01384	0.16726	-0.07644	0.01163	1.63263	1.118516	0.63057	1.9377	0.91444	0.74884	-2.5353	-2.06231	74.9142
Z014E0026	0.043219	57.624	31.3124	0.09754	0.187785	-0.02829	0.06248	2.591	1.22135	0.70117	2.3203	0.67093	0.67525	1.1427	-1.82184	77.9195
Z014E0027	0.03451	38.4946	26.4862	-0.00049	0.14557	-0.05597	0.03161	0.9684	1.15642	0.75484	2.05047	0.95043	0.75947	-2.8511	-1.20689	76.1184
Z014E0028	0.038765	46.9488	27.0432	0.05639	0.22964	-0.00508	0.08082	1.55634	1.09031	0.62341	2.17196	0.74773	0.61385	-0.5863	-1.35385	75.6358
Z014E0029	0.02618	31.6731	27.0032	-0.04371	0.11243	-0.06577	0.02122	1.3628	1.08736	0.33917	0.918	1.21983	0.72381	-4.642	-2.62237	77.3796
Z014E0030	0.03307	39.4311	27.3184	0.03107	0.19389	-0.02286	0.0644	1.841	1.18851	0.76369	2.3062	0.91307	0.79026	-1.99	-0.45429	77.3188
Z014E0031	0.037876	52.8863	27.4887	-0.00464	0.22246	-0.07377	0.02204	1.2487	1.093	0.58885	2.5504	0.84546	0.79181	-1.5109	-1.0573	73.4461
Z014E0032	0.03475	42.6375	26.4866	0.01577	0.13663	-0.03566	0.055406	1.7663	1.14061	0.777	2.21428	0.83415	0.74055	-1.9815	-1.33824	75.4528
Z014E0033	0.03464	47.7941	27.5158	0.06433	0.24222	-0.04388	0.05035	1.3413	1.14679	0.64642	2.18909	0.79441	0.72264	-1.0774	-1.42905	76.2589
Z014E0034	0.043688	77.5989	21.4828	0.04257	0.23996	-0.04719	0.04074	1.986	1.13763	0.50017	2.07531	0.76451	0.74648	0.3646	-1.86163	76.0619
Z014E0036	0.0311	44.183	27.14295	0.0031	0.10841	-0.08452	0.00077	1.66498	1.14495	0.61909	1.9777	0.68813	0.66853	-2.2617	-2.48844	74.8122
Z014E0038	0.039573	47.9788	28.1653	0.05047	0.19916	-0.038636	0.054766	1.7599	1.07619	0.65897	2.3095	0.77385	0.68707	-1.103	-1.29379	77.9425
Z014E0039	0.03377	38.6017	27.2575	-0.04741	0.11282	-0.07823	0.0076	2.1983	1.02913	0.7484	1.845	1.03663	0.76856	-3.7465	-1.37204	73.3524
Z014E0040	0.037703	57.1787	26.7019	0.02842	0.19235	-0.06064	0.02868	1.3777	1.14384	0.52277	1.8376	0.58833	0.60905	-1.3666	-2.75448	76.1145
Z014E0041	0.03118	30.5152	28.6623	-0.0123	0.10578	-0.07961	0.00847	3.1393	1.16188	0.93817	1.9233	0.72783	0.58055	-3.0899	-2.03377	76.3282
Z014E0042	0.037768	48.3833	27.3489	0.038279	0.13935	-0.0684	0.01712	2.1256	1.15891	0.64706	2.21235	0.22143	0.46955	-0.6019	-2.97374	74.9752
Z014E0043	0.038169	51.569	26.0661	0.03958	0.20221	-0.032113	0.06021	1.4094	1.14963	0.59491	2.02309	1.14053	0.728834	-1.7441	-1.12668	77.2541
Z014E0044	0.03315	43.8418	29.4289	0.01631	0.17472	-0.05469	0.03346	1.8429	1.00995	0.60267	2.19799	0.87685	0.733648	-2.1772	-1.12285	78.3887
Z014E0045	0.037422	46.215151	26.9762	0.03114	0.18882	-0.06303	0.02094	1.3031	1.04479	0.91587	2.20484	1.46743	1.10765	-2.68	1.76329	78.7869
Z014E0046	0.043797	65.4558	27.11401	0.08704	0.22776	-0.00702	0.08413	1.3536	1.13282	0.75835	3.0261	0.67593	0.68874	0.3586	-0.98502	76.6469
Z014E0047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.5509
Z014E0048	0.03406	44.8397	28.0342	-0.03376	0.182138	-0.05623	0.02964	1.08	1.09351	0.74315	1.648	0.80603	0.705	-2.9339	-1.76653	75.9605
Z014E0049	0.037073	47.3891	29.3636	0.10426	0.25919	0.02288	0.12357	2.1343	1.1595	0.57347	2.20339	1.00743	0.89765	0.8826	-0.04259	74.449
Z014E0050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.3893
Z014E0051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.9681
Z014E0052	0.03317	42.9368	26.8676	-0.0241	0.10686	-0.08536	0.00432	1.3679	1.07793	0.60332	2.15385	0.68513	0.48035	-1.9126	-1.79855	78.2019
Z014E0053	0.038466	47.5899	27.6109	0.06254	0.15426	-0.0475	0.049516	2.0327	1.10555	0.57327	1.4668	0.91269	0.75638	0.0637	-1.285	75.0763
Z014E0054	0.02787	26.9514	25.6365	-0.07252	0.0911	-0.10484	-0.01681	0.8593	1.01135	0.54017	1.7964	1.47263	0.61655	-5.9503	-1.79193	79.1244
Z014E0055	0.037321	49.4991	26.7864	0.034696	0.15858	-0.04581	0.04238	1.55635	1.08442	0.69904	1.9857	0.76937	0.72149	-2.3103	-1.93069	77.4042
Z014E0056	0.03667	46.8577	26.8841	0.00319	0.19224	-0.06082	0.03622	1.48263	1.07913	0.69772	2.0326	0.82121	0.72592	-1.8513	-1.0848	74.6628
Z014E0057	0.043768	51.7056	26.7776	0.09327	0.2408	0.05659	0.1443	1.59815	1.21255	0.88017	2.5406	0.77875	0.7686	1.2931	0.44238	77.8733
Z014E0058	0.039774	57.277	27.7264	0.036805	0.15745	-0.05754	0.03227	1.5108	1.111148	0.77208	2.7118	0.96573	0.75231	-1.5119	-0.66515	77.8484
Z014E0059	0.03263	36.7418	26.2049	0.04446	0.184237	-0.02188	0.06636	1.4424	1.10769	0.84257	1.9524	1.06173	0.80152	-1.5347	0.31206	77.4557
Z014E0060	0.038816	48.1736	28.4208	0.04366	0.17837	-0.032796	0.06294	2.9072	1.15334	0.75375	2.3585	1.00813	0.94315	0.2211	0.50484	77.1763
Z014E0061	0.038911	49.072	26.3922	0.10439	0.20711	-0.01173	0.07767	1.8008	1.14535	0.53537	2.11196	0.66343	0.66749	-0.2059	-1.29617	75.582
Z014E0062	0.03264	38.82	27.5955	0.01578	0.13356	-0.05687	0.03062	1.47784	1.03195	0.71525	2.2569	1.12133	0.86885	-3.5746	-0.13914	76.6449
Z014E0063	0.03171	45.5444	27.6483	0.00203	0.16255	-0.033248	0.054892	0.9975	1.116814	0.51337	1.9285	1.57143	0.90685	-2.6991	0.51284	75.5188
Z014E0064	0.03361	40.2106	26.0994	0.01961	0.15371	-0.05407	0.03421	1.55304	1.12159	0.65042	1.3333	0.94536	0.78297	-2.3259	-1.31918	77.5067
Z014E0065	0.0351	43.3983	26.9979	0.038685	0.09818	-0.06631	0.01948	1.49217	1.119682	0.60646	1.8704	0.86287	0.70158	-3.5356	-1.8302	74.0963
Z014E0066	0.0367	47.5781	26.6578	0.01956	0.184554	-0.0193	0.06884	0.8431	1.1538	0.89867	2.3894	1.13723	0.86975	-1.9385	0.54144	76.7191
Z014E0067	0.038662	52.7351	27.0119	-0.00144	0.180902	-0.05985	0.02938	1.1045	1.03411	0.70116	1.9083	0.55803	0.47985	-2.0844	-3.25221	74.3231
Z014E0068	0.03516	47.0986	25.6548	0.11113	0.23886	0.04922	0.1375	1.7487	1.20242	0.58953	2.19294	0.69873	0.77261	0.6054	-0.67428	74.8908
Z014E0069	0.039288	52.8682	27.5129	0.01568	0.17651	-0.07977	0.00753	2.6898	1.16658	0.63741	2.249	0.72733	0.67588	-0.2386	-1.83196	77.0056
Z014E0070	0.03546	42.4718	27.1757	-0.00121	0.09694	-0.06108	0.02878	1.1306	1.02154	0.77542	1.8544	0.83924	0.75803	-3.7408	-1.18904	79.1031
Z014E0071	0.04092	51.0049	27.5161	0.041443	0.19652	-0.04457	0.04055	1.56947	1.15045	0.65165	2.121962	0.78821	0.71874	-0.4938	-1.39324	75.6144
Z014E0072	0.03388	52.7863	27.05276	0.10523	0.24314	0.00185	0.08394	1.8002	1.13184	0.6018	2.20791	0.61453	0.60065	0.1097	-1.60439	79.3284
Z014E0073	0.03472	41.3242	27.3038	0.03103	0.2581	-0.02895	0.06258	1.0287	1.117681	1.02027	2.0054	0.67343	0.73926	-1.9434	-0.79597	76.4084
Z014E0074	0.03516	41.247	28.4534	-0.01725	0.16179	-0.05847	0.02773	1.7123	1.13151	0.67388	2.2593	0.9309	0.70142	-2.6996	-1.99006	74.3792
Z014E0075	0.02958	35.114	26.5178	-0.0122	0.0999	-0.09811	-0.01093	1.0065	1.03298	0.60804	1.7832	0.39503	0.54615	-3.6625	-2.84683	76.1115
Z014E0076	0.03397	44.0863	27.3801	-0.02375	0.19694	-0.05556	0.03252	1.2881	1.07519	0.685349	2.14924	0.8419	0.78416	-2.5672	-0.90074	75.4729
Z014E0077	0.0336	34.205	26.0306	-0.00704	0.17292	-0.03208	0.056061	0.9103	0.89725	0.54707	1.448	0.53353	0.55985	-4.111	-2.18467	77.5786
Z014E0078	0.038373	47.169	27.8855	0.04369	0.23273	-0.039563	0.051676	1.4653	1.09786	0.51217	2.1429	0.8904	0.72429	-0.5255	-0.8825	77.1264
Z014E0079	0.03552	36.1877	28.2297	0.07356	0.24311	0.04449	0.13281	1.2434	1.06122	0.681036	3.1257	0.65743	0.56295	-0.2424	-0.2385	76.0262
Z014E0080	0.02961	46.3319	27.23693	0.01729	0.15626	-0.038904	0.04311	1.2042	1.08743	0.63806	2.311	1.03913	0.90645	-3.5305	-0.74481	79.099
Z014E0081	0.02814	41.3861	26.1026	-0.01587	0.13349	-0.08306	0.00242	1.3003	1.093	0.56177	1.4754	0.75263	0.58475	-4.2001	-3.01167	76.189
Z014E0082	0.039079	52.8337	27.3969	0.033288	0.22247	-0.040898	0.04522	1.4401	1.10184	0.66208	1.9088	0.72813	0.68338	-1.2894	-1.64687	73.4444
Z014E0083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.6
Z014E0084	0.04171	56.1599	26.4543	0.038783	0.14668	-0.04786	0.03992	1.3922	1.14744	0.63744	2.21653	0.66963	0.76253	-1.4384	-1.51231	74.607
Z014E0085	0.03013	30.3527	26.6683	-0.01825	0.10498	-0.06172	0.02056	0.9512	1.07044	1.09497	1.7184	0.62373	0.65066	-4.6053	-1.55306	75.2571
Z014E0086	0.042454	48.9441	28.2852	0.01743	0.1887	-0.04813	0.03645	1.69	1.12619	0.71246	2.3184	0.88697	0.77088	-1.5758	-1.35404	75.9464
Z014E0087	0.037783	50.7612	26.5793	-0.00338	0.16449	-0.07518	0.01275	1.415	1.15625	0.43857	1.6604	0.83954	0.87325	-2.7722	-2.89119	74.4038
Z014E0088	0.03228	29.3936	26.8131	-0.02973	0.16754	-0.08206	0.01096	0.804	0.94705	0.59048	2.2351	0.87936	0.62985	-4.0604	-1.43246	77.8022
Z014E0089	0.0366	45.4027	26.8436	0.0424	0.08555	-0.07607	0.01147	1.66081	1.115883	0.64873	2.4247	0.864506	0.76507	-2.1269	-1.02512	75.6345
Z014E0090	0.04826	69.0917	29.4867	0.12987	0.23902	0.02393	0.1122	2.0822	1.09539	0.6411	2.2935	0.66263	0.62135	1.1562	-1.99316	75.6069
Z014E0091	0.03671	46.6316	26.7754	0.01217	0.17005	-0.05132	0.03696	1.47564	1.10049	0.7182	1.7384	0.89993	0.86205	-2.2518	-1.28509	76.4413
Z014E0092	0.042795	57.9281	26.367	0.039437	0.17794	-0.039712	0.04693649	1.1874	1.07353	0.67031	2.02905	0.71543	0.60085	-2.4812	-2.5744	76.7577
