SampleID	gid	ReadCount	nRC	rCPM	rFPKM	CPM	FPKM	Tissue	Genotype
rn18a_1392	Zm00001d014458	13	43.8399724810653	13.7450649930112	4.11405716642058	18.1359550211585	5.42830141309743	L3Tip	CML258
rn18a_1393	Zm00001d014451	10	7.34458680195136	3.59997249621013	1.04407554994493	3.7950124837426	1.10064167161908	LMAD	CML277
rn18a_1393	Zm00001d014456	76	55.8188596948303	27.359790971197	9.1749802049621	28.8420948764437	9.67206400953848	LMAD	CML277
rn18a_1393	Zm00001d014458	109	80.0559961412698	39.2397002086904	11.7448967999672	41.3656360727943	12.3812140295703	LMAD	CML277
rn18a_1394	Zm00001d014451	3	3.49080286896975	1.76390278778956	0.511572734277714	1.63993524633137	0.475619270977776	GRoot	CML264
rn18a_1394	Zm00001d014456	1	1.16360095632325	0.587967595929853	0.197172232035497	0.546645082110457	0.183314916871381	GRoot	CML264
rn18a_1394	Zm00001d014458	9	10.4724086069093	5.29170836336868	1.58386960891011	4.91980573899411	1.47255484555346	GRoot	CML264
rn18a_1395	Zm00001d014451	1	1.41381256988872	0.780356857190793	0.226321594312875	0.669760915770094	0.194246205269749	LMAN	CML154Q
rn18a_1395	Zm00001d014456	24	33.9315016773292	18.728564572579	6.2805380860426	16.0742619784823	5.39042990559432	LMAN	CML154Q
rn18a_1395	Zm00001d014458	72	101.794505031988	56.1856937177371	16.817028948739	48.2227859354468	14.4336384122858	LMAN	CML154Q
rn18a_1396	Zm00001d014451	8	5.37011758859524	2.98394451355177	0.865413141981372	2.86040533825768	0.829583914807912	GShoot	CML154Q
rn18a_1396	Zm00001d014456	4	2.68505879429762	1.49197225677589	0.50032604184302	1.43020266912884	0.479611894409403	GShoot	CML154Q
rn18a_1396	Zm00001d014458	49	32.8919702301459	18.2766601455046	5.47041608665208	17.5199826968283	5.24393376139728	GShoot	CML154Q
rn18a_1397	Zm00001d014451	9	12.7338146048656	5.73571726737683	1.66349108682623	5.85424438316104	1.69786670045274	L3Base	CML14
rn18a_1397	Zm00001d014456	5	7.07434144714757	3.18650959298713	1.06858135244371	3.25235799064502	1.09066331007546	L3Base	CML14
rn18a_1397	Zm00001d014458	43	60.8393364454691	27.4039824996893	8.20232939230449	27.9702787195472	8.37182841051996	L3Base	CML14
rn18a_1398	Zm00001d014451	4	5.26374521443782	2.39948123215761	0.695905229744086	2.53359932881564	0.7348025895637	LMAD	CML154Q
rn18a_1398	Zm00001d014456	41	53.9533884479877	24.5946826296155	8.24771382616213	25.9693931203603	8.70871667349439	LMAD	CML154Q
rn18a_1398	Zm00001d014458	66	86.8517960382241	39.5914403306005	11.8501766927867	41.804388925458	12.512537840604	LMAD	CML154Q
rn18a_1399	Zm00001d014451	18	11.2245142324225	6.04499491212928	1.75318877961986	5.40857638307988	1.56861264010437	L3Base	CML154Q
rn18a_1399	Zm00001d014456	10	6.2358412402347	3.35833050673849	1.12620070648507	3.0047646572666	1.00763402322824	L3Base	CML154Q
